id, Start Time, End Time, Feed Type, Quantity (oz), Quantity (ml or g), Notes, Duration (Minutes), Food Type, Unit, Bottle Type
1731,12:53:38 01-11-2015,13:00:13 01-11-2015,Left Breast,,,,6,Breast Milk,,
1730,09:26:18 01-11-2015,09:34:47 01-11-2015,Right Breast,,,,8,Breast Milk,,
1729,08:27:18 01-11-2015,08:33:31 01-11-2015,Left Breast,,,,6,Breast Milk,,
1728,07:12:42 01-11-2015,07:20:28 01-11-2015,Right Breast,,,,7,Breast Milk,,
1727,05:31:06 01-11-2015,05:37:44 01-11-2015,Left Breast,,,,6,Breast Milk,,
1726,17:53:25 01-10-2015,18:05:11 01-10-2015,Right Breast,,,,11,Breast Milk,,
1725,16:18:15 01-10-2015,16:28:24 01-10-2015,Right Breast,,,,10,Breast Milk,,
1724,15:35:33 01-10-2015,15:57:28 01-10-2015,Left Breast,,,,21,Breast Milk,,
1723,12:53:11 01-10-2015,13:03:08 01-10-2015,Right Breast,,,,9,Breast Milk,,
1722,12:21:55 01-10-2015,12:28:55 01-10-2015,Left Breast,,,,6,Breast Milk,,
1721,11:06:12 01-10-2015,11:13:55 01-10-2015,Left Breast,,,,7,Breast Milk,,
1720,08:08:37 01-10-2015,08:24:28 01-10-2015,Right Breast,,,,15,Breast Milk,,
1719,04:45:23 01-10-2015,05:07:57 01-10-2015,Left Breast,,,,22,Breast Milk,,
1718,23:56:23 01-09-2015,00:13:17 01-10-2015,Right Breast,,,,16,Breast Milk,,
1717,20:42:54 01-09-2015,20:56:34 01-09-2015,Left Breast,,,,13,Breast Milk,,
1716,16:36:11 01-09-2015,16:49:46 01-09-2015,Left Breast,,,,13,Breast Milk,,
1715,14:26:16 01-09-2015,14:33:44 01-09-2015,Left Breast,,,,7,Breast Milk,,
1714,14:09:55 01-09-2015,14:22:46 01-09-2015,Right Breast,,,,12,Breast Milk,,
1713,11:19:16 01-09-2015,11:26:29 01-09-2015,Left Breast,,,,7,Breast Milk,,
1712,11:09:10 01-09-2015,11:15:47 01-09-2015,Right Breast,,,,6,Breast Milk,,
1711,08:02:11 01-09-2015,08:17:51 01-09-2015,Left Breast,,,,15,Breast Milk,,
1710,06:07:37 01-09-2015,06:19:53 01-09-2015,Left Breast,,,,12,Breast Milk,,
1709,20:55:32 01-08-2015,21:25:36 01-08-2015,Right Breast,,,,30,Breast Milk,,
1708,17:55:00 01-08-2015,18:00:02 01-08-2015,Left Breast,,,,5,Breast Milk,,
1707,16:50:25 01-08-2015,16:55:41 01-08-2015,Right Breast,,,,5,Breast Milk,,
1706,14:08:22 01-08-2015,14:10:24 01-08-2015,Left Breast,,,,2,Breast Milk,,
1705,11:06:18 01-08-2015,11:17:02 01-08-2015,Right Breast,,,,10,Breast Milk,,
1704,08:10:42 01-08-2015,08:26:31 01-08-2015,Left Breast,,,,15,Breast Milk,,
1703,07:24:50 01-08-2015,07:27:38 01-08-2015,Left Breast,,,,2,Breast Milk,,
1702,05:14:28 01-08-2015,05:32:54 01-08-2015,Right Breast,,,,18,Breast Milk,,
1701,01:44:12 01-08-2015,02:06:50 01-08-2015,Left Breast,,,,22,Breast Milk,,
1700,20:17:37 01-07-2015,20:36:03 01-07-2015,Right Breast,,,,18,Breast Milk,,
1699,18:04:01 01-07-2015,18:17:39 01-07-2015,Left Breast,,,,13,Breast Milk,,
1698,15:35:35 01-07-2015,16:01:24 01-07-2015,Right Breast,,,,25,Breast Milk,,
1697,15:07:26 01-07-2015,15:25:36 01-07-2015,Left Breast,,,,18,Breast Milk,,
1696,12:52:08 01-07-2015,12:58:08 01-07-2015,Right Breast,,,,6,Breast Milk,,
1695,10:37:47 01-07-2015,10:40:12 01-07-2015,Right Breast,,,,2,Breast Milk,,
1694,07:59:08 01-07-2015,08:21:10 01-07-2015,Left Breast,,,,22,Breast Milk,,
1693,07:27:36 01-07-2015,07:33:35 01-07-2015,Left Breast,,,,5,Breast Milk,,
1692,04:22:21 01-07-2015,04:30:44 01-07-2015,Right Breast,,,,8,Breast Milk,,
1691,21:57:03 01-06-2015,22:09:53 01-06-2015,Left Breast,,,,12,Breast Milk,,
1690,20:04:57 01-06-2015,20:18:34 01-06-2015,Right Breast,,,,13,Breast Milk,,
1689,18:58:19 01-06-2015,19:00:55 01-06-2015,Right Breast,,,,2,Breast Milk,,
1688,17:58:18 01-06-2015,18:10:47 01-06-2015,Left Breast,,,,12,Breast Milk,,
1687,13:10:48 01-06-2015,13:16:23 01-06-2015,Right Breast,,,,5,Breast Milk,,
1686,11:04:25 01-06-2015,11:09:43 01-06-2015,Left Breast,,,,5,Breast Milk,,
1685,10:56:57 01-06-2015,11:00:10 01-06-2015,Right Breast,,,,3,Breast Milk,,
1684,08:08:52 01-06-2015,08:12:46 01-06-2015,Right Breast,,,,3,Breast Milk,,
1683,05:32:26 01-06-2015,05:43:14 01-06-2015,Left Breast,,,,10,Breast Milk,,
1682,20:44:42 01-05-2015,20:55:04 01-05-2015,Left Breast,,,,10,Breast Milk,,
1681,18:57:38 01-05-2015,19:24:31 01-05-2015,Right Breast,,,,26,Breast Milk,,
1680,17:46:48 01-05-2015,17:58:01 01-05-2015,Right Breast,,,,11,Breast Milk,,
1679,15:47:53 01-05-2015,16:06:52 01-05-2015,Left Breast,,,,18,Breast Milk,,
1678,13:08:58 01-05-2015,13:15:41 01-05-2015,Left Breast,,,,6,Breast Milk,,
1677,11:08:06 01-05-2015,11:13:38 01-05-2015,Left Breast,,,,5,Breast Milk,,
1676,10:59:38 01-05-2015,11:05:30 01-05-2015,Right Breast,,,,5,Breast Milk,,
1675,08:16:02 01-05-2015,08:24:07 01-05-2015,Left Breast,,,,8,Breast Milk,,
1674,05:09:23 01-05-2015,05:31:07 01-05-2015,Right Breast,,,,21,Breast Milk,,
1673,00:19:20 01-05-2015,00:29:37 01-05-2015,Left Breast,,,,10,Breast Milk,,
1672,18:20:23 01-04-2015,18:27:42 01-04-2015,Right Breast,,,,7,Breast Milk,,
1671,17:14:04 01-04-2015,17:18:42 01-04-2015,Right Breast,,,,4,Breast Milk,,
1670,15:01:48 01-04-2015,15:18:51 01-04-2015,Left Breast,,,,17,Breast Milk,,
1669,14:10:28 01-04-2015,14:19:20 01-04-2015,Right Breast,,,,8,Breast Milk,,
1668,13:09:10 01-04-2015,13:16:59 01-04-2015,Right Breast,,,,7,Breast Milk,,
1667,10:17:59 01-04-2015,10:46:14 01-04-2015,Left Breast,,,,28,Breast Milk,,
1666,09:39:39 01-04-2015,09:42:51 01-04-2015,Left Breast,,,,3,Breast Milk,,
1665,09:01:49 01-04-2015,09:12:34 01-04-2015,Left Breast,,,,10,Breast Milk,,
1664,06:50:23 01-04-2015,07:02:25 01-04-2015,Right Breast,,,,12,Breast Milk,,
1663,05:56:08 01-04-2015,06:11:53 01-04-2015,Right Breast,,,,15,Breast Milk,,
1662,00:59:01 01-04-2015,01:16:08 01-04-2015,Left Breast,,,,17,Breast Milk,,
1661,17:42:38 01-03-2015,18:00:53 01-03-2015,Right Breast,,,,18,Breast Milk,,
1660,17:00:13 01-03-2015,17:39:33 01-03-2015,Left Breast,,,,39,Breast Milk,,
1659,15:01:03 01-03-2015,15:12:12 01-03-2015,Right Breast,,,,11,Breast Milk,,
1658,12:52:50 01-03-2015,13:14:04 01-03-2015,Left Breast,,,,21,Breast Milk,,
1657,10:11:25 01-03-2015,10:30:53 01-03-2015,Right Breast,,,,19,Breast Milk,,
1656,07:54:53 01-03-2015,08:38:46 01-03-2015,Left Breast,,,,43,Breast Milk,,
1655,06:09:37 01-03-2015,06:28:54 01-03-2015,Right Breast,,,,19,Breast Milk,,
1654,01:58:27 01-03-2015,02:15:27 01-03-2015,Left Breast,,,,16,Breast Milk,,
1653,19:04:21 01-02-2015,19:21:00 01-02-2015,Right Breast,,,,16,Breast Milk,,
1652,18:09:18 01-02-2015,18:23:58 01-02-2015,Left Breast,,,,14,Breast Milk,,
1651,16:10:32 01-02-2015,16:32:30 01-02-2015,Right Breast,,,,21,Breast Milk,,
1650,13:50:07 01-02-2015,14:12:14 01-02-2015,Left Breast,,,,22,Breast Milk,,
1649,12:02:49 01-02-2015,12:23:17 01-02-2015,Right Breast,,,,20,Breast Milk,,
1648,10:14:36 01-02-2015,10:22:16 01-02-2015,Right Breast,,,,7,Breast Milk,,
1647,07:45:24 01-02-2015,08:28:59 01-02-2015,Left Breast,,,,43,Breast Milk,,
1646,05:30:15 01-02-2015,05:56:40 01-02-2015,Right Breast,,,,26,Breast Milk,,
1645,23:08:28 01-01-2015,23:25:35 01-01-2015,Left Breast,,,,17,Breast Milk,,
1644,17:57:53 01-01-2015,18:14:35 01-01-2015,Right Breast,,,,16,Breast Milk,,
1643,16:34:03 01-01-2015,16:57:35 01-01-2015,Left Breast,,,,23,Breast Milk,,
1642,13:41:35 01-01-2015,14:04:55 01-01-2015,Right Breast,,,,23,Breast Milk,,
1641,12:37:29 01-01-2015,12:59:25 01-01-2015,Left Breast,,,,21,Breast Milk,,
1640,11:15:04 01-01-2015,11:29:49 01-01-2015,Left Breast,,,,14,Breast Milk,,
1638,09:24:23 01-01-2015,09:33:48 01-01-2015,Right Breast,,,,9,Breast Milk,,
1637,07:08:08 01-01-2015,07:26:44 01-01-2015,Left Breast,,,,18,Breast Milk,,
1636,04:02:22 01-01-2015,04:24:03 01-01-2015,Right Breast,,,,21,Breast Milk,,
1635,23:24:43 12-31-2014,23:55:11 12-31-2014,Left Breast,,,,30,Breast Milk,,
1634,18:57:33 12-31-2014,19:20:28 12-31-2014,Right Breast,,,,22,Breast Milk,,
1633,18:22:11 12-31-2014,18:35:24 12-31-2014,Left Breast,,,,13,Breast Milk,,
1632,16:56:45 12-31-2014,17:05:39 12-31-2014,Left Breast,,,,8,Breast Milk,,
1631,14:01:33 12-31-2014,14:19:15 12-31-2014,Right Breast,,,,17,Breast Milk,,
1630,11:34:51 12-31-2014,11:44:35 12-31-2014,Left Breast,,,,9,Breast Milk,,
1629,11:18:33 12-31-2014,11:25:29 12-31-2014,Left Breast,,,,6,Breast Milk,,
1628,09:14:39 12-31-2014,09:47:36 12-31-2014,Right Breast,,,,32,Breast Milk,,
1627,06:40:17 12-31-2014,06:49:45 12-31-2014,Left Breast,,,,9,Breast Milk,,
1626,05:12:14 12-31-2014,05:23:28 12-31-2014,Right Breast,,,,11,Breast Milk,,
1625,23:06:01 12-30-2014,23:25:08 12-30-2014,Left Breast,,,,19,Breast Milk,,
1624,19:05:05 12-30-2014,19:20:24 12-30-2014,Right Breast,,,,15,Breast Milk,,
1623,17:34:42 12-30-2014,18:00:12 12-30-2014,Left Breast,,,,25,Breast Milk,,
1622,14:44:58 12-30-2014,15:04:27 12-30-2014,Right Breast,,,,19,Breast Milk,,
1621,12:14:19 12-30-2014,12:24:07 12-30-2014,Left Breast,,,,9,Breast Milk,,
1620,09:16:53 12-30-2014,09:25:25 12-30-2014,Right Breast,,,,8,Breast Milk,,
1619,08:32:17 12-30-2014,08:44:49 12-30-2014,Right Breast,,,,12,Breast Milk,,
1618,04:55:03 12-30-2014,05:09:59 12-30-2014,Left Breast,,,,14,Breast Milk,,
1617,01:51:32 12-30-2014,02:01:44 12-30-2014,Right Breast,,,,10,Breast Milk,,
1616,19:10:39 12-29-2014,19:21:40 12-29-2014,Left Breast,,,,11,Breast Milk,,
1615,17:51:42 12-29-2014,18:06:01 12-29-2014,Right Breast,,,,14,Breast Milk,,
1614,16:14:13 12-29-2014,16:27:14 12-29-2014,Left Breast,,,,13,Breast Milk,,
1613,13:10:59 12-29-2014,13:37:06 12-29-2014,Right Breast,,,,26,Breast Milk,,
1612,10:46:35 12-29-2014,11:10:25 12-29-2014,Left Breast,,,,23,Breast Milk,,
1611,08:20:47 12-29-2014,08:53:04 12-29-2014,Right Breast,,,,32,Breast Milk,,
1610,04:16:58 12-29-2014,04:33:53 12-29-2014,Left Breast,,,,16,Breast Milk,,
1609,01:29:45 12-29-2014,01:40:31 12-29-2014,Right Breast,,,,10,Breast Milk,,
1608,19:38:28 12-28-2014,19:58:31 12-28-2014,Left Breast,,,,20,Breast Milk,,
1607,19:10:47 12-28-2014,19:32:15 12-28-2014,Right Breast,,,,21,Breast Milk,,
1606,17:07:32 12-28-2014,17:31:15 12-28-2014,Left Breast,,,,23,Breast Milk,,
1605,14:54:55 12-28-2014,15:10:53 12-28-2014,Right Breast,,,,15,Breast Milk,,
1604,12:29:45 12-28-2014,12:35:15 12-28-2014,Right Breast,,,,5,Breast Milk,,
1603,12:19:44 12-28-2014,12:28:11 12-28-2014,Left Breast,,,,8,Breast Milk,,
1602,10:03:57 12-28-2014,10:09:16 12-28-2014,Left Breast,,,,5,Breast Milk,,
1601,06:52:26 12-28-2014,07:11:26 12-28-2014,Right Breast,,,,19,Breast Milk,,
1600,02:46:24 12-28-2014,03:08:55 12-28-2014,Left Breast,,,,22,Breast Milk,,
1599,18:56:51 12-27-2014,19:06:56 12-27-2014,Right Breast,,,,10,Breast Milk,,
1598,17:35:36 12-27-2014,17:57:16 12-27-2014,Left Breast,,,,21,Breast Milk,,
1597,15:27:26 12-27-2014,15:32:12 12-27-2014,Right Breast,,,,4,Breast Milk,,
1596,13:11:49 12-27-2014,13:15:15 12-27-2014,Right Breast,,,,3,Breast Milk,,
1595,12:23:28 12-27-2014,12:33:51 12-27-2014,Left Breast,,,,10,Breast Milk,,
1594,08:21:28 12-27-2014,08:32:08 12-27-2014,Right Breast,,,,10,Breast Milk,,
1593,07:35:45 12-27-2014,07:39:58 12-27-2014,Right Breast,,,,4,Breast Milk,,
1592,06:15:53 12-27-2014,06:23:37 12-27-2014,Left Breast,,,,7,Breast Milk,,
1591,04:04:27 12-27-2014,04:16:19 12-27-2014,Right Breast,,,,11,Breast Milk,,
1590,23:05:59 12-26-2014,23:11:41 12-26-2014,Left Breast,,,,5,Breast Milk,,
1589,22:52:14 12-26-2014,23:00:46 12-26-2014,Right Breast,,,,8,Breast Milk,,
1588,19:34:50 12-26-2014,19:40:54 12-26-2014,Left Breast,,,,6,Breast Milk,,
1587,17:46:21 12-26-2014,17:58:03 12-26-2014,Right Breast,,,,11,Breast Milk,,
1586,14:41:49 12-26-2014,14:55:37 12-26-2014,Left Breast,,,,13,Breast Milk,,
1585,11:56:30 12-26-2014,12:03:16 12-26-2014,Left Breast,,,,6,Breast Milk,,
1584,11:48:11 12-26-2014,11:54:33 12-26-2014,Right Breast,,,,6,Breast Milk,,
1583,10:08:09 12-26-2014,10:12:45 12-26-2014,Right Breast,,,,4,Breast Milk,,
1582,09:40:22 12-26-2014,09:50:17 12-26-2014,Left Breast,,,,9,Breast Milk,,
1581,08:30:18 12-26-2014,08:32:22 12-26-2014,Left Breast,,,,2,Breast Milk,,
1580,08:18:16 12-26-2014,08:22:35 12-26-2014,Right Breast,,,,4,Breast Milk,,
1579,04:51:06 12-26-2014,05:05:50 12-26-2014,Right Breast,,,,14,Breast Milk,,
1578,01:21:19 12-26-2014,01:32:35 12-26-2014,Left Breast,,,,11,Breast Milk,,
1577,18:41:25 12-25-2014,18:46:17 12-25-2014,Right Breast,,,,4,Breast Milk,,
1576,17:42:54 12-25-2014,17:52:41 12-25-2014,Left Breast,,,,9,Breast Milk,,
1575,16:35:15 12-25-2014,16:39:44 12-25-2014,Left Breast,,,,4,Breast Milk,,
1574,14:10:39 12-25-2014,14:24:02 12-25-2014,Right Breast,,,,13,Breast Milk,,
1573,09:04:11 12-25-2014,09:15:38 12-25-2014,Right Breast,,,,11,Breast Milk,,
1572,06:56:30 12-25-2014,07:04:51 12-25-2014,Left Breast,,,,8,Breast Milk,,
1571,04:25:54 12-25-2014,04:32:32 12-25-2014,Right Breast,,,,6,Breast Milk,,
1570,23:06:57 12-24-2014,23:17:59 12-24-2014,Left Breast,,,,11,Breast Milk,,
1569,18:59:20 12-24-2014,19:05:08 12-24-2014,Left Breast,,,,5,Breast Milk,,
1568,18:35:26 12-24-2014,18:45:36 12-24-2014,Right Breast,,,,10,Breast Milk,,
1567,16:26:36 12-24-2014,16:35:28 12-24-2014,Left Breast,,,,8,Breast Milk,,
1566,13:42:50 12-24-2014,13:56:01 12-24-2014,Right Breast,,,,13,Breast Milk,,
1565,13:25:29 12-24-2014,13:32:23 12-24-2014,Right Breast,,,,6,Breast Milk,,
1564,11:51:11 12-24-2014,12:02:58 12-24-2014,Left Breast,,,,11,Breast Milk,,
1563,08:52:28 12-24-2014,09:02:10 12-24-2014,Right Breast,,,,9,Breast Milk,,
1562,07:32:14 12-24-2014,07:40:01 12-24-2014,Left Breast,,,,7,Breast Milk,,
1561,02:36:14 12-24-2014,02:50:27 12-24-2014,Right Breast,,,,14,Breast Milk,,
1560,19:08:36 12-23-2014,19:27:44 12-23-2014,Left Breast,,,,19,Breast Milk,,
1559,17:01:16 12-23-2014,17:07:35 12-23-2014,Right Breast,,,,6,Breast Milk,,
1558,15:08:45 12-23-2014,15:13:48 12-23-2014,Left Breast,,,,5,Breast Milk,,
1557,11:37:39 12-23-2014,11:43:58 12-23-2014,Right Breast,,,,6,Breast Milk,,
1556,09:52:02 12-23-2014,09:59:05 12-23-2014,Left Breast,,,,7,Breast Milk,,
1555,08:23:06 12-23-2014,08:30:39 12-23-2014,Right Breast,,,,7,Breast Milk,,
1554,04:58:44 12-23-2014,05:09:11 12-23-2014,Left Breast,,,,10,Breast Milk,,
1553,01:56:54 12-23-2014,02:06:51 12-23-2014,Right Breast,,,,9,Breast Milk,,
1552,18:40:58 12-22-2014,18:46:03 12-22-2014,Right Breast,,,,5,Breast Milk,,
1551,18:02:52 12-22-2014,18:14:50 12-22-2014,Left Breast,,,,11,Breast Milk,,
1548,16:57:06 12-22-2014,17:11:20 12-22-2014,Left Breast,,,,14,Breast Milk,,
1550,15:01:31 12-22-2014,15:07:33 12-22-2014,Right Breast,,,,6,Breast Milk,,
1549,14:02:08 12-22-2014,14:06:10 12-22-2014,Right Breast,,,,4,Breast Milk,,
1547,10:36:28 12-22-2014,10:41:35 12-22-2014,Left Breast,,,,5,Breast Milk,,
1546,09:09:14 12-22-2014,09:20:28 12-22-2014,Right Breast,,,,11,Breast Milk,,
1545,07:54:01 12-22-2014,08:01:07 12-22-2014,Left Breast,,,,7,Breast Milk,,
1544,05:29:03 12-22-2014,05:44:12 12-22-2014,Right Breast,,,,15,Breast Milk,,
1543,02:12:20 12-22-2014,02:26:27 12-22-2014,Left Breast,,,,14,Breast Milk,,
1542,22:10:42 12-21-2014,22:18:13 12-21-2014,Right Breast,,,,7,Breast Milk,,
1541,19:04:14 12-21-2014,19:20:00 12-21-2014,Left Breast,,,,15,Breast Milk,,
1540,17:37:07 12-21-2014,17:42:11 12-21-2014,Left Breast,,,,5,Breast Milk,,
1539,14:42:35 12-21-2014,14:54:52 12-21-2014,Right Breast,,,,12,Breast Milk,,
1538,12:58:46 12-21-2014,13:06:35 12-21-2014,Left Breast,,,,7,Breast Milk,,
1537,10:21:58 12-21-2014,10:28:00 12-21-2014,Right Breast,,,,6,Breast Milk,,
1536,08:20:33 12-21-2014,08:30:52 12-21-2014,Left Breast,,,,10,Breast Milk,,
1535,05:00:42 12-21-2014,05:09:00 12-21-2014,Right Breast,,,,8,Breast Milk,,
1534,02:14:45 12-21-2014,02:26:43 12-21-2014,Left Breast,,,,11,Breast Milk,,
1533,19:22:38 12-20-2014,19:35:09 12-20-2014,Right Breast,,,,12,Breast Milk,,
1532,18:28:53 12-20-2014,18:34:57 12-20-2014,Right Breast,,,,6,Breast Milk,,
1531,17:02:16 12-20-2014,17:14:46 12-20-2014,Left Breast,,,,12,Breast Milk,,
1530,14:01:16 12-20-2014,14:06:54 12-20-2014,Left Breast,,,,5,Breast Milk,,
1529,13:48:41 12-20-2014,13:59:34 12-20-2014,Right Breast,,,,10,Breast Milk,,
1528,11:22:35 12-20-2014,11:33:56 12-20-2014,Right Breast,,,,11,Breast Milk,,
1527,11:04:11 12-20-2014,11:18:06 12-20-2014,Left Breast,,,,13,Breast Milk,,
1526,09:01:10 12-20-2014,09:08:16 12-20-2014,Right Breast,,,,7,Breast Milk,,
1525,08:15:47 12-20-2014,08:35:08 12-20-2014,Left Breast,,,,19,Breast Milk,,
1524,04:09:12 12-20-2014,04:40:42 12-20-2014,Right Breast,,,,31,Breast Milk,,
1523,01:18:07 12-20-2014,01:31:28 12-20-2014,Left Breast,,,,13,Breast Milk,,
1522,18:57:28 12-19-2014,19:10:59 12-19-2014,Right Breast,,,,13,Breast Milk,,
1521,18:05:56 12-19-2014,18:17:18 12-19-2014,Left Breast,,,,11,Breast Milk,,
1520,15:57:04 12-19-2014,16:12:34 12-19-2014,Right Breast,,,,15,Breast Milk,,
1519,13:13:18 12-19-2014,13:18:55 12-19-2014,Left Breast,,,,5,Breast Milk,,
1518,13:00:13 12-19-2014,13:12:31 12-19-2014,Right Breast,,,,12,Breast Milk,,
1517,10:51:33 12-19-2014,11:04:47 12-19-2014,Left Breast,,,,13,Breast Milk,,
1516,08:18:25 12-19-2014,08:46:04 12-19-2014,Right Breast,,,,27,Breast Milk,,
1515,05:17:26 12-19-2014,05:25:10 12-19-2014,Right Breast,,,,7,Breast Milk,,
1514,00:46:29 12-19-2014,01:15:10 12-19-2014,Left Breast,,,,28,Breast Milk,,
1513,18:15:23 12-18-2014,18:43:16 12-18-2014,Right Breast,,,,27,Breast Milk,,
1512,16:26:52 12-18-2014,16:40:34 12-18-2014,Left Breast,,,,13,Breast Milk,,
1511,15:54:20 12-18-2014,16:02:22 12-18-2014,Left Breast,,,,8,Breast Milk,,
1510,14:06:22 12-18-2014,14:15:36 12-18-2014,Right Breast,,,,9,Breast Milk,,
1509,11:18:16 12-18-2014,11:31:09 12-18-2014,Left Breast,,,,12,Breast Milk,,
1508,08:37:11 12-18-2014,08:48:51 12-18-2014,Right Breast,,,,11,Breast Milk,,
1507,06:39:14 12-18-2014,06:48:02 12-18-2014,Left Breast,,,,8,Breast Milk,,
1506,02:30:39 12-18-2014,02:50:06 12-18-2014,Right Breast,,,,19,Breast Milk,,
1505,20:07:48 12-17-2014,20:27:09 12-17-2014,Left Breast,,,,19,Breast Milk,,
1504,17:22:24 12-17-2014,17:52:26 12-17-2014,Right Breast,,,,30,Breast Milk,,
1503,15:48:35 12-17-2014,16:12:43 12-17-2014,Left Breast,,,,24,Breast Milk,,
1502,14:31:24 12-17-2014,14:36:54 12-17-2014,Right Breast,,,,5,Breast Milk,,
1501,12:55:50 12-17-2014,13:02:28 12-17-2014,Left Breast,,,,6,Breast Milk,,
1500,11:11:40 12-17-2014,11:24:21 12-17-2014,Right Breast,,,,12,Breast Milk,,
1499,09:03:19 12-17-2014,09:11:18 12-17-2014,Left Breast,,,,7,Breast Milk,,
1498,07:57:00 12-17-2014,08:03:36 12-17-2014,Right Breast,,,,6,Breast Milk,,
1497,04:35:37 12-17-2014,04:44:16 12-17-2014,Left Breast,,,,8,Breast Milk,,
1496,01:23:33 12-17-2014,01:38:34 12-17-2014,Right Breast,,,,15,Breast Milk,,
1495,18:30:24 12-16-2014,18:38:17 12-16-2014,Left Breast,,,,7,Breast Milk,,
1494,16:35:59 12-16-2014,16:41:13 12-16-2014,Right Breast,,,,5,Breast Milk,,
1493,15:51:40 12-16-2014,15:59:58 12-16-2014,Right Breast,,,,8,Breast Milk,,
1492,14:13:15 12-16-2014,14:21:06 12-16-2014,Left Breast,,,,7,Breast Milk,,
1491,11:06:08 12-16-2014,11:13:20 12-16-2014,Right Breast,,,,7,Breast Milk,,
1490,08:14:44 12-16-2014,08:25:05 12-16-2014,Left Breast,,,,10,Breast Milk,,
1489,06:41:39 12-16-2014,06:51:46 12-16-2014,Right Breast,,,,10,Breast Milk,,
1488,05:32:29 12-16-2014,05:39:55 12-16-2014,Left Breast,,,,7,Breast Milk,,
1487,01:19:53 12-16-2014,01:28:36 12-16-2014,Right Breast,,,,8,Breast Milk,,
1486,20:41:43 12-15-2014,20:58:40 12-15-2014,Left Breast,,,,16,Breast Milk,,
1485,19:54:23 12-15-2014,19:58:19 12-15-2014,Left Breast,,,Large vomit 10 min,3,Breast Milk,,
1484,17:42:54 12-15-2014,17:52:48 12-15-2014,Right Breast,,,,9,Breast Milk,,
1483,16:15:53 12-15-2014,16:18:47 12-15-2014,Left Breast,,,,2,Breast Milk,,
1482,15:35:19 12-15-2014,15:42:12 12-15-2014,Left Breast,,,,6,Breast Milk,,
1481,13:01:52 12-15-2014,13:10:29 12-15-2014,Right Breast,,,,8,Breast Milk,,
1480,11:10:34 12-15-2014,11:16:50 12-15-2014,Left Breast,,,,6,Breast Milk,,
1479,08:21:55 12-15-2014,08:28:14 12-15-2014,Right Breast,,,,6,Breast Milk,,
1478,06:31:32 12-15-2014,06:36:19 12-15-2014,Right Breast,,,,4,Breast Milk,,
1477,06:09:31 12-15-2014,06:18:55 12-15-2014,Left Breast,,,,9,Breast Milk,,
1476,01:16:29 12-15-2014,01:26:37 12-15-2014,Right Breast,,,,10,Breast Milk,,
1475,19:40:56 12-14-2014,19:51:02 12-14-2014,Left Breast,,,,10,Breast Milk,,
1474,18:46:54 12-14-2014,19:09:55 12-14-2014,Right Breast,,,,23,Breast Milk,,
1473,16:30:46 12-14-2014,16:41:05 12-14-2014,Left Breast,,,,10,Breast Milk,,
1472,13:34:09 12-14-2014,13:42:24 12-14-2014,Right Breast,,,,8,Breast Milk,,
1471,11:54:30 12-14-2014,12:04:19 12-14-2014,Left Breast,,,,9,Breast Milk,,
1470,09:10:33 12-14-2014,09:19:54 12-14-2014,Right Breast,,,,9,Breast Milk,,
1469,07:46:24 12-14-2014,07:51:55 12-14-2014,Right Breast,,,,5,Breast Milk,,
1468,04:37:59 12-14-2014,04:44:14 12-14-2014,Left Breast,,,,6,Breast Milk,,
1467,01:36:15 12-14-2014,01:44:03 12-14-2014,Right Breast,,,,7,Breast Milk,,
1466,20:50:04 12-13-2014,20:58:09 12-13-2014,Left Breast,,,,8,Breast Milk,,
1465,18:33:18 12-13-2014,18:46:50 12-13-2014,Right Breast,,,,13,Breast Milk,,
1464,16:45:12 12-13-2014,17:00:24 12-13-2014,Left Breast,,,,15,Breast Milk,,
1463,15:27:40 12-13-2014,15:51:39 12-13-2014,Right Breast,,,Large vomit 1 hr after,23,Breast Milk,,
1462,13:32:30 12-13-2014,13:41:00 12-13-2014,Left Breast,,,,8,Breast Milk,,
1461,12:29:33 12-13-2014,12:35:34 12-13-2014,Right Breast,,,,6,Breast Milk,,
1460,11:16:01 12-13-2014,11:21:36 12-13-2014,Left Breast,,,,5,Breast Milk,,
1459,09:04:54 12-13-2014,09:11:11 12-13-2014,Right Breast,,,,6,Breast Milk,,
1458,05:37:11 12-13-2014,05:49:01 12-13-2014,Left Breast,,,Vomit at 6,11,Breast Milk,,
1457,20:20:26 12-12-2014,20:24:57 12-12-2014,Left Breast,,,,4,Breast Milk,,
1456,19:04:12 12-12-2014,19:15:18 12-12-2014,Right Breast,,,,11,Breast Milk,,
1455,16:42:39 12-12-2014,16:47:52 12-12-2014,Left Breast,,,,5,Breast Milk,,
1454,15:36:36 12-12-2014,15:46:45 12-12-2014,Right Breast,,,,10,Breast Milk,,
1453,13:56:44 12-12-2014,13:59:37 12-12-2014,Right Breast,,,,2,Breast Milk,,
1452,13:20:55 12-12-2014,13:29:05 12-12-2014,Left Breast,,,,8,Breast Milk,,
1451,12:17:47 12-12-2014,12:26:55 12-12-2014,Left Breast,,,,9,Breast Milk,,
1450,10:45:53 12-12-2014,11:05:58 12-12-2014,Right Breast,,,,20,Breast Milk,,
1449,10:22:27 12-12-2014,10:31:02 12-12-2014,Right Breast,,,Large vomit immediately,8,Breast Milk,,
1448,09:34:21 12-12-2014,09:39:06 12-12-2014,Right Breast,,,,4,Breast Milk,,
